-3.632278, 24.73235, -0.01410882
-3.638637, 24.73142, -0.01397061
-3.644993, 24.73049, -0.01383448
-3.651346, 24.72956, -0.01370042
-3.657696, 24.72863, -0.01356832
-3.664043, 24.7277, -0.01343823
-3.670387, 24.72676, -0.01331008
-3.676729, 24.72582, -0.01318385
-3.683067, 24.72489, -0.01305952
-3.689403, 24.72395, -0.01293704
-3.695736, 24.72301, -0.01281638
-3.702066, 24.72207, -0.01269751
-3.708393, 24.72112, -0.01258043
-3.714717, 24.72018, -0.01246509
-3.721039, 24.71923, -0.01235149
-3.727357, 24.71829, -0.01223959
-3.733673, 24.71734, -0.01212939
-3.739986, 24.71639, -0.0120208
-3.746296, 24.71544, -0.01191386
-3.752603, 24.71449, -0.0118085
-3.758907, 24.71354, -0.01170469
-3.765209, 24.71258, -0.01160246
-3.771507, 24.71163, -0.01150176
-3.777803, 24.71067, -0.01140254
-3.784096, 24.70971, -0.01130481
-3.790386, 24.70875, -0.01120854
-3.796673, 24.70779, -0.01111367
-3.802957, 24.70683, -0.01102025
-3.809238, 24.70587, -0.01092819
-3.815517, 24.7049, -0.01083749
-3.821793, 24.70394, -0.01074814
-3.828065, 24.70297, -0.01066016
-3.834336, 24.702, -0.01057345
-3.840603, 24.70103, -0.01048804
-3.846867, 24.70006, -0.01040389
-3.853129, 24.69909, -0.01032096
-3.859388, 24.69811, -0.01023927
-3.865644, 24.69714, -0.01015883
-3.871897, 24.69617, -0.01007955
-3.878147, 24.69519, -0.01000146
-3.884395, 24.69421, -0.009924484
-3.890639, 24.69323, -0.009848621
-3.896881, 24.69225, -0.009773904
-3.90312, 24.69127, -0.009700256
-3.909356, 24.69029, -0.009627685
-3.91559, 24.6893, -0.009556208
-3.92182, 24.68832, -0.009485773
-3.928048, 24.68733, -0.009416364
-3.934273, 24.68634, -0.009347991
-3.941039, 24.68526, -0.009287593
-3.948772, 24.68401, -0.009243473
-3.957799, 24.68252, -0.009224962
-3.968399, 24.68075, -0.009243089
-3.980835, 24.67863, -0.009311435
-3.995371, 24.67612, -0.009447067
-4.012283, 24.67313, -0.009671562
-4.031873, 24.6696, -0.01001229
-4.054473, 24.66543, -0.01050426
-4.080455, 24.66052, -0.01119192
-4.11023, 24.65475, -0.01213216
-4.14426, 24.64795, -0.01339739
-4.183055, 24.63996, -0.01507946
-4.227175, 24.63055, -0.01729446
-4.27723, 24.61947, -0.0201879
-4.333869, 24.60642, -0.02394038
-4.397771, 24.59105, -0.02877322
-4.469628, 24.57295, -0.03495339
-4.550123, 24.55167, -0.04279704
-4.6399, 24.52668, -0.05267026
-4.739539, 24.49744, -0.0649871
-4.849525, 24.46334, -0.08020368
-4.970229, 24.42373, -0.09880909
-5.10189, 24.37799, -0.1213143
-5.244606, 24.32544, -0.1482399
-5.398341, 24.26543, -0.180105
-5.562922, 24.1973, -0.2174164
-5.738059, 24.12044, -0.2606614
-5.923348, 24.03421, -0.3103011
-6.118289, 23.93804, -0.3667661
-6.322291, 23.83135, -0.4304539
-6.534688, 23.71362, -0.5017274
-6.75474, 23.58433, -0.5809151
-6.981652, 23.44302, -0.6683129
-7.214571, 23.28923, -0.7641873
-7.452598, 23.12255, -0.86878
-7.694789, 22.94257, -0.9823133
-7.940156, 22.74892, -1.104998
-8.187666, 22.54123, -1.237041
-8.436236, 22.31913, -1.378656
-8.684726, 22.08225, -1.530075
-8.931919, 21.83023, -1.691561
-9.176506, 21.56265, -1.863425
-9.417048, 21.27908, -2.046045
-9.651937, 20.97904, -2.239892
-9.87141, 20.67112, -2.454644
-10.06805, 20.36408, -2.694338
-10.26111, 20.05393, -2.931984
-10.45053, 19.7414, -3.167321
-10.63623, 19.4267, -3.400251
-10.81818, 19.10987, -3.630726
-10.99633, 18.79088, -3.858717
-11.17063, 18.46971, -4.084194
-11.34104, 18.1463, -4.307128
-11.5075, 17.82062, -4.527489
-11.66995, 17.49264, -4.745243
-11.82836, 17.16232, -4.960354
-11.98265, 16.82964, -5.172785
-12.13277, 16.49458, -5.382495
-12.27866, 16.15711, -5.589442
-12.42027, 15.81723, -5.793581
-12.55753, 15.47493, -5.994865
-12.69038, 15.1302, -6.193246
-12.81876, 14.78304, -6.388675
-12.94261, 14.43345, -6.581098
-13.06185, 14.08146, -6.770462
-13.17644, 13.72706, -6.956711
-13.28629, 13.37028, -7.139791
-13.39136, 13.01115, -7.319641
-13.49156, 12.64968, -7.496203
-13.58685, 12.28592, -7.669417
-13.67716, 11.9199, -7.839221
-13.76241, 11.55166, -8.005552
-13.84256, 11.18125, -8.168348
-13.91753, 10.80872, -8.327545
-13.98727, 10.43412, -8.483078
-14.05171, 10.05753, -8.634882
-14.11872, 9.676523, -8.77285
-14.192, 9.29378, -8.893556
-14.27186, 8.921556, -9.003768
